key,displayName,category,region,region_name,type,cargo_needed,experience,money,descriptionText,Source
RU_04_01_SAWMILL_TSK,Means Of Production,_TASKS,RU_04,Amur,cargoDelivery,1× Container Small,400,3900,"How on Earth is the sawmill supposed to run with no tools? Huh? We ordered a crate of those, paid for it and all. We did everything right—till some butterfingers dropped it in the river! What do we do now?",TASKS
RU_04_01_ROCK_RACE_CNT,Conquering Summits,_CONTESTS,RU_04,Amur,exploration,,100,1750,"I can see you have every reason to be proud. How about a stress test? There is a small range with three summits nearby. If you make it to all three on time, you will get a prize. Deal?",CONTESTS
RU_04_01_ICE_RACE_CNT,Ice Adventure,_CONTESTS,RU_04,Amur,exploration,,80,1250,"It is strongly recommended not to get on the ice now, but that's not stopping you, right? We raised some prize money here and want to race to the end of the route. You can join us—if you're not scared, that is.",CONTESTS
RU_04_02_ROCK_CLEANUP_1_TSK,Rockslide,_TASKS,RU_04,Amur,cargoDelivery,1× Metal Planks,470,4500,"Looks like the main road is going to be a problem. I think it could still be easier to just clear that one out than to look for an alternate route, so let's get cracking.",TASKS
RU_04_02_TREE_CLEANUP_1_TSK,Fallen Trees,_TASKS,RU_04,Amur,cargoDelivery,2× Service Spare Parts,400,2800,Treefall? Well that's a new one. Doesn't change the fact we need to get past them though.,TASKS
RU_04_02_ROCK_CLEANUP_2_TSK,Shore Collapse,_TASKS,RU_04,Amur,cargoDelivery,2× Metal Planks,720,5400,"Another rockslide. We're already here anyway, so why stop now. I think you know what to do.",TASKS
RU_04_02_TREE_CLEANUP_2_TSK,Cliffside Treefall,_TASKS,RU_04,Amur,cargoDelivery,2× Service Spare Parts,420,3150,"I'm beginning to think it would've been easier to pave a new road instead of clearing that one out. Oh well, too late for that, time to get our hands dirty.",TASKS
RU_04_02_TREE_CLEANUP_3_TSK,Tree Blockade,_TASKS,RU_04,Amur,cargoDelivery,2× Service Spare Parts,460,3700,"More fallen trees, of course. At least, we don't need to fit the trailer through here. You know the drill.",TASKS
RU_04_02_ROCKET_TRAIN_DELIVERY_OBJ,Liftoff,_CONTRACTS,RU_04,Amur,truckDelivery,,1070,29000,"Okay, final push. We couldn't get our hands on an actual locomotive so you'd have to give the platform a good push to the launchpad. Once that's done head for the Mission Control, should be quite a view.",CONTRACTS
RU_04_02_MISSION_CONTROL_OBJ,Ground Control,_CONTRACTS,RU_04,Amur,truckDelivery,2× Bricks; 1× Concrete Slab,1290,12250,"Time to get this place up to shape. First things first, the bunker is in good condition, but the rest isn't, especially the radar. You go and get some bricks to get us going, I'll figure what to do about the dish.",CONTRACTS
RU_04_02_ROCKET_DELIVERY_OBJ,Reach For The Stars,_CONTRACTS,RU_04,Amur,truckDelivery,,720,9600,"The rocket's ready, now it's time to ship it over to the guys at the HAB. It's already big as it is, so we'll put the boosters on it later. I hope I don't have to remind you about being careful with it.",CONTRACTS
RU_04_02_FUEL_LINE_REPAIR_OBJ,Lifeline,_CONTRACTS,RU_04,Amur,cargoDelivery,2× Pipe Large,1610,12500,"Looks like someone overestimated how intact the fuel line is. The auxiliary fuel storage is there alright, but we can't really fill it up with a chunk of pipeline missing. I do think we can find a replacement though.",CONTRACTS
RU_04_02_TOWN_RESUPPLY_TSK,Strategic Reserve,_TASKS,RU_04,Amur,truckDelivery,,1090,10100,"I'll cut straight to the chase. We've got a couple of supply trailers scattered around the place that I want you to tow back to the town. You do that, and I'll help you with that launchpad. Deal?",TASKS
RU_04_02_DAN_RESCUE_TSK,Misadventure,_TASKS,RU_04,Amur,truckDelivery,,760,7200,"Oh, aren't you with those cosmonaut people? It's been years since anyone tended to our local church, so I figured I'll help out. Turns out, the road's a bit too rough for my baby. Could you please get her back to me?",TASKS
RU_04_02_FISHERMAN_SCOUT_RESCUE_TSK,Takes One To Find One,_TASKS,RU_04,Amur,truckDelivery,,450,4500,"So a pal of mine's been here, kind of a fisherman like myself. Had a bit too much tea while camping so he fell into the river. The guy made it out, but his car needs towing - doubt he'll ever set foot on that ice again.",TASKS
RU_04_02_KHAN_RECOVER_TSK,Unlucky Lineman,_TASKS,RU_04,Amur,truckDelivery,,410,3750,"Now, I have no idea what some of these people are thinking sometimes, but one my guys decided to check the railroad across the river and managed to roll the truck off a cliff. Would you kindly pull him out?",TASKS
RU_04_02_DELIVERY_TRUCK_RECOVER_TSK,Knee Deep,_TASKS,RU_04,Amur,truckDelivery,,370,3400,"Looks like the previous courier didn't make it all the way to the town. It's probably best to pull his truck back to the repair shop, it could still be of use to the locals.",TASKS
RU_04_02_ABANDONED_TRUCK_RECOVERY_TSK,Lost But Not Forgotten,_TASKS,RU_04,Amur,truckDelivery,,320,2550,"You got a minute? Back in the day my grandpa got his truck stuck in the swamp nearby. It's been there for years now, but I'm wondering if something can still be done about it.",TASKS
RU_04_02_FARM_RESTOCK_BRICKS_TSK,Build Additional Farmhouses,_TASKS,RU_04,Amur,cargoDelivery,2× Bricks; 2× Metal Planks; 3× Logs Short,1400,13050,"Ah, always nice to see a new face around these parts. Tell me, friend, do you have a moment to spare? We were going to patch up this here farm a touch, but we're going to need a few things for that. Think you could help?",TASKS
RU_04_02_LOG_BRIDGE_CONSTRUCTION_TSK,Log Crossing,_TASKS,RU_04,Amur,cargoDelivery,3× Logs Medium,560,5550,I don't even want to know the shape our cargo would be if you try to go over that crossing right now. Just bring a few logs here and I'll have someone finish the crossing for you.,TASKS
RU_04_02_METEO_RESTOCK_TSK,Meteo Point,_TASKS,RU_04,Amur,cargoDelivery,1× Barrels,390,4750,"Living away from civilization isn't as tough as some may believe. Just remember to keep reserves of everything you really need. Speaking of, I could do with some spare fuel for my generator, if you could lend a hand.",TASKS
RU_04_02_CHURCH_REPAIR_TSK,Church,_TASKS,RU_04,Amur,cargoDelivery,1× Wooden Planks,330,4000,"Maintaining a church is an honest and tough work, especially without any materials. One kind soul offered their help with that, but couldn't handle the delivery. Perhaps you could show kindness to those in need, too?",TASKS
RU_04_02_BRIDGE_CONSTRUCTION_TSK,Old Bridge,_TASKS,RU_04,Amur,cargoDelivery,3× Wooden Planks,350,3950,"So here we are, huh. I was afraid something like this would happen... No matter. Someone has to have some planks we could borrow around here, right?",TASKS
RU_04_02_FARM_FUEL_RESTOCK_TSK,Fuel For The Masses,_TASKS,RU_04,Amur,cargoDelivery,2× Barrels,380,3650,"You may be wondering why we have those pipes in storage over there. Well, we were going to set up water supply from the town, but that went nowhere, so we use generators to power the boilers. Speaking of which...",TASKS
RU_04_02_PICTURESCUE_TSK,Picturesque,_TASKS,RU_04,Amur,exploration,,450,7750,"Oh, hey there! So, once they officially open the spaceport, we'll need to get the PR rolling. And I figured, why not take some pictures for future merch and such, right? So, could you give me a quick tour?",TASKS
RU_04_02_ABANDON_CHECKUP_TSK,Snowbound,_TASKS,RU_04,Amur,exploration,,360,6250,"The winters here are quite something. Sometimes, that much snow can block entire roads off completely. Since the weather'd cleared up a bit, can I ask you to go check on a couple places around here?",TASKS
RU_04_02_ZIKZ_RESCUE_TSK,Stargazer,_TASKS,RU_04,Amur,exploration,,330,2750,"They say something fell not far from here before the cosmodrome was built. Whatever it was, it's not there anymore, but looks like they've left a truck behind. Probably unusable, we still better check.",TASKS
RU_04_02_FUEL_RESTOCK_TARGET_CNT,Belated Delivery,_CONTESTS,RU_04,Amur,truckDelivery,,260,2150,"Oh hey, you might be just who I need. I've got this barrel that needs delivering to the fuel station. I'm already way behind schedule, and I've got nothing to tow it there with, so... help a guy out, will you?",CONTESTS
RU_04_02_FUEL_RUN_CNT,Fuel-Eight,_CONTESTS,RU_04,Amur,exploration,,150,2600,"The locals have a thing going, a little race from here and all the way to the launchpad. They call it the uh... Fuel-Eight, something or other. Me, I'm not a fan of that kinda thing, but you might want to give it a shot.",CONTESTS
RU_04_03_SUBSTATION_1,Unlimited Power,_CONTRACTS,RU_04,Amur,cargoDelivery,2× Metal Planks,930,8950,"There's an electric substation near the bridge across the river. We didn't have much use for it while the whole line was down, but the situation has changed. We'd be grateful if you would help us fix it.",CONTRACTS
RU_04_03_BRIDGE_BUILDING_01,Fallen Bridge,_TASKS,RU_04,Amur,cargoDelivery,1× Metal Planks; 2× Wooden Planks,930,10950,"Yes, the roads here are pretty beat-up. And the bridge... If we want to have free access to the substation, we have to fix it. And, somehow, I think you're the right person for the job.",TASKS
RU_04_03_SCOUT_01,Expanding The Borders,_TASKS,RU_04,Amur,exploration,,440,7650,"The place is remote, that's for sure. And our maps seem outdated. Will you help us do some exploring? There are some points of special interest here.",TASKS
RU_04_03_BRIDGE_BUILDING_02,Bridge By The Checkpoint,_TASKS,RU_04,Amur,cargoDelivery,1× Metal Planks; 2× Wooden Planks,1020,11750,"Wow, the main access road to the island looking like this... I would strongly advise against using it as-is. So, let's get our hands dirty—the bridge won't build itself.",TASKS
RU_04_03_OBSTACLE_02,Small landslide,_TASKS,RU_04,Amur,cargoDelivery,2× Wooden Planks; 1× Metal Planks,800,8650,"Now, this is bad. According to the map, this route is very promising for exploration, so we have to do something about the landslide.",TASKS
RU_04_03_SCOUT_02,Into The Deep,_TASKS,RU_04,Amur,exploration,,480,8250,"There is this local guy here, a hermit. He told us about a few interesting places that need exploring as soon as we get the chance. Will you do it?",TASKS
RU_04_03_BRIDGE_BUILDING_03,Eroded road,_TASKS,RU_04,Amur,cargoDelivery,2× Wooden Planks,480,6600,"Looks like we won't be able to drive through here, but there's no other good road to the substation. It means we have to build a new crossing. Are you in?",TASKS
RU_04_03_OBSTACLE_03,Rockslide,_TASKS,RU_04,Amur,cargoDelivery,2× Metal Planks,730,6450,"It's just one thing on top of another, literally. Another rockslide. I know, the area here is pretty wild and all, but moving like this—it'll take us weeks to get through. We want to move on, we have to clear the road.",TASKS
RU_04_03_OBSTACLE_04,Landslide In The Woods,_TASKS,RU_04,Amur,truckDelivery,,420,3600,"There is a monastery nearby, I got in touch with them. They can help with the landslide, but they want us to tow out their supply trailer nearby. You deliver it to the monastery while they're clearing the path for us.",TASKS
RU_04_03_OBSTACLE_05,Landslide In The City,_TASKS,RU_04,Amur,cargoDelivery,2× Wooden Planks,330,2300,"Well, we're almost there! Yeah, we expected the city would be like this, but it doesn't mean we're happy about it. Unless the road is cleared, it won't be of much use.",TASKS
RU_04_03_OBSTACLE_06,Fallen Tower,_TASKS,RU_04,Amur,cargoDelivery,1× Metal Planks,360,2900,"Nearly there! Just the last stretch, literally, but we have to get this tower away somehow. Let's look around, maybe we can find some supplies.",TASKS
RU_04_03_GIANT,Top Secret,_CONTRACTS,RU_04,Amur,truckDelivery,,420,4250,"A serious person got in touch with me, he says there's some equipment here at the base that belongs to them. I was smart enough not to ask for the details—you know what I mean. Long story short, we were asked to get it out.",CONTRACTS
RU_04_03_FUEL,Bare Minimum,_CONTRACTS,RU_04,Amur,truckDelivery,,420,3950,"According to the maps, there's a good spot for a temporary gas station near one of the military objects on the island. We're ready to have some people set it up, if you provide the fuel.",CONTRACTS
RU_04_03_LOST_C,Evacuation Point,_CONTRACTS,RU_04,Amur,truckDelivery,,380,2800,"We're scouting the area here, but our driver didn't make the turn. If you can tow the car out, we'd be grateful. If we can make it to the road, we can take over from there.",CONTRACTS
RU_04_03_SUPPLIES,Humanitarian Mission,_CONTRACTS,RU_04,Amur,cargoDelivery,2× Container Small; 2× Wooden Planks,1020,11250,"It's amazing, but it looks like people still live here. We're trying to befriend the locals, so we decided to get them some supplies. And you, in turn, can help us deliver them.",CONTRACTS
RU_04_03_FALLEN_POWER_LINES,We Have Contact!,_CONTRACTS,RU_04,Amur,cargoDelivery,2× Blocks; 1× Metal Planks,830,9650,"Okay, so the substation's up and running, but the line from the village is still wrecked. Look like it's broken in a few places. We have to see what happened and how to fix it.",CONTRACTS
RU_04_03_SEISMIC,Richter Scale,_CONTRACTS,RU_04,Amur,exploration,,380,6650,"Our partners from the Geophysics Institute asked us to do some exploring. The terrain here is seismically active, so they could really use the data. If you're in, you'll need a seismic vibrator.",CONTRACTS
RU_04_03_LOST_B,Left Behind,_TASKS,RU_04,Amur,truckDelivery,,470,5100,"Hello. We were just... let's say, we were taking some measurements here, then the weather got worse. One of the cars wouldn't start, so we had to leave it behind. Can you help us get it back to the Weather Station?",TASKS
RU_04_03_RUN,Cliff Surfer,_CONTESTS,RU_04,Amur,exploration,,100,1600,"So you like extreme sports? I thought so. The route ain't an easy one, but I think you can handle it. Let's see how fast you can make it to the finish line.",CONTESTS
RU_04_03_OFF_ROAD,Five Roads Island,_CONTESTS,RU_04,Amur,exploration,,80,1350,"Rumor has it, you're a wicked good driver. How about you prove it? Not too many off-road enthusiasts here, but we've put together some dough for whoever drives around the island the fastest. Are you in?",CONTESTS
RU_04_04_NPZ_RESTORATION_C,Block Gamma,_CONTRACTS,RU_04,Amur,cargoDelivery,1× Pipes Small; 2× Concrete Slab; 2× Metal Planks; 6× Bricks; 1× Pipe Large; 1× Pipes Medium; 2× Barrels Oil; 2× Pipes Small,3790,27200,"The last stretch. We're doing great, thanks to you. As usual, we have the list, since we're finishing the renovation and are ready to start working on Gamma.",CONTRACTS
RU_04_04_NPZ_RESTORATION_A,Block Alpha,_CONTRACTS,RU_04,Amur,cargoDelivery,2× Blocks; 4× Bags; 2× Barrels Oil; 2× Bags 2; 2× Metal Planks; 2× Pipes Medium; 2× Wooden Planks; 2× Blocks,3610,25900,"Hello. People from the Maneuver gave me your contact info, they said you're a reliable driver. I think you already know why we're here, so let's skip the formalities. The complex is a big structure, we'll work in stages.",CONTRACTS
RU_04_04_NPZ_RESTORATION_B,Block Beta,_CONTRACTS,RU_04,Amur,cargoDelivery,1× Pipe Large; 1× Pipes Medium; 2× Pipes Small; 1× Concrete Slab; 2× Wooden Planks; 2× Metal Planks; 4× Bags,3360,24150,"We go on to the next stage. The list of necessary materials is ready, my people are waiting for the delivery. We still have some supplies left, so the workers aren't idle, but we'd like to avoid it in the future.",CONTRACTS
RU_04_04_GARAGE_REPAIR,Back In Action,_CONTRACTS,RU_04,Amur,cargoDelivery,2× Metal Roll; 4× Pipes Small; 3× Bricks; 2× Blocks,2210,18800,"Hello. There is an old garage nearby. Right now, it's pretty wrecked, but after some repairs—it can be re-equipped. You might be interested in it.",CONTRACTS
RU_04_04_WINTER_SUPPLIES,Winter Reserves,_CONTRACTS,RU_04,Amur,cargoDelivery,1× Logs Medium; 4× Logs Long; 2× Logs Short,2080,17850,"In addition to food, the locals have a problem with firewood. The winter was severe, and the sawmill warehouse is getting depleted. It's not critical just yet, but we have to do something now.",CONTRACTS
RU_04_04_FACTORY_RESTORATION,Plant Restoration,_CONTRACTS,RU_04,Amur,cargoDelivery,4× Bricks; 2× Blocks; 2× Metal Roll; 4× Bags; 2× Metal Planks,2250,17300,"The plant, right... We used to have one, now it's closed. But the government thinks it has to reopen—we have our interest in that, too. If we help with repairs, we'll be able to place orders there, to shop locally.",CONTRACTS
RU_04_04_OLD_TRAIN,Covered In Smoke,_CONTRACTS,RU_04,Amur,cargoDelivery,6× Logs Medium,1500,15950,"Turns out the locals have a rarity here, a real steam train engine, mind you—a working one! They fixed it all right, but they have no fuel for it. Care to get them some wood for the coal?",CONTRACTS
RU_04_04_HEATING_SEASON,Repair Works,_CONTRACTS,RU_04,Amur,cargoDelivery,1× Logs Medium; 2× Logs Long; 2× Logs Short,1500,15300,"A sudden request came in. With all the firewood reserved in case of extreme cold, the sawmill was idle. So now they have trouble with planks—the warehouse is empty, and the locals have no materials to use.",CONTRACTS
RU_04_04_WAREHOUSE_RESTORATION,Spring Cleaning,_CONTRACTS,RU_04,Amur,cargoDelivery,2× Bricks; 1× Blocks; 2× Metal Planks,1850,13100,"I've found an interesting paper—looks like the original deed on the launch complex included a warehouse. It's not much, but if we clean it, I can put it to good use. And you may recover something useful too.",CONTRACTS
RU_04_04_LUMBER_MILL_RESTORATION,Sawmill Blues,_CONTRACTS,RU_04,Amur,cargoDelivery,4× Bricks; 2× Blocks; 2× Metal Roll; 2× Bags 2,1470,10650,"I guess I look like an errand boy. Obviously, we don't want to quarrel with the local government... In short, they asked for help with the sawmill. Apparently, it has a special saw, so they want to get it up and running.",CONTRACTS
RU_04_04_FISHER,Fisherman's House,_CONTRACTS,RU_04,Amur,cargoDelivery,2× Logs Short; 1× Logs Medium,690,6000,"Lots of locals live outside the village, and connecting with them is sometimes a problem. Currently, the most urgent issue is a local fisherman running out of firewood, he needs help with delivery.",CONTRACTS
RU_04_04_LOCAL_RESIDENTS,Supply Lines,_CONTRACTS,RU_04,Amur,cargoDelivery,1× Container Large,730,5950,"Recently, the village has had supply disruptions. The storms and the ice don't make it any better. We've prepared a batch of food that has to be delivered to the village. Hope we can count on you.",CONTRACTS
RU_04_04_WOOD_CARVING,Personal Favor,_CONTRACTS,RU_04,Amur,cargoDelivery,4× Logs Medium,570,5850,"I have a good friend, back from the Army. He has a wood-cutting shop here. He needs help with firewood. It's personal and off the record, but I'll make it worth your while.",CONTRACTS
RU_04_04_EXPLORATIONS_WORKS,Solid Rock,_CONTRACTS,RU_04,Amur,exploration,,210,3600,"Okay, soldier. Aside from the pipes, we have a request from the Amur residents. They will set up production for us, but we'll have to provide some supplies and help. For starters, let's find out how stable the soil is.",CONTRACTS
RU_04_04_TSK_REALLY_BIG_ONE,Nothing To See Here,_TASKS,RU_04,Amur,truckDelivery,5× Vehicles Spare Parts,940,8650,"Hey, wanna make some coin? There's an old church here, and I remember a really nice trailer near it. You get it here, I'll pay for the work. Deal?",TASKS
RU_04_04_TSK_DREAM_CAR,Dream Car,_TASKS,RU_04,Amur,truckDelivery,,530,5800,"Hi! I am having a new car delivered, but I cannot pick it up myself, I have a business to run. Maybe you could help me?",TASKS
RU_04_04_TSK_DANGEROUS_ROAD,Dangerous Road,_TASKS,RU_04,Amur,truckDelivery,1× Logs Medium,690,5600,"Our winters sure are cold, just like this one. We need to get firewood to the village, but everyone's scared of the ice. If you do it, we'll pay.",TASKS
RU_04_04_TSK_BIG_AND_ABANDONED,Heavy Duty,_TASKS,RU_04,Amur,truckDelivery,,530,5400,"Hey! I hear you do cargo transportation? We have a trailer at the station. It's so big, we can't tow it on the ice. Can you help?",TASKS
RU_04_04_TSK_OLD_BUT_GOLD,Old-timer,_TASKS,RU_04,Amur,truckDelivery,,460,4600,"I remember seeing a trailer in an abandoned village. Sure it was old, but it looked pretty decent. I'm thinking it might still be serviceable. Will you bring it here? I'll pay you for that.",TASKS
RU_04_04_TSK_UNLUCKY_BOY,Bad Luck Charm,_TASKS,RU_04,Amur,truckDelivery,,370,3000,"What kinda day is that? Like I've broken a crate of mirrors... And ruined such a nice car... Wait a minute, maybe you could help? Pull out my car? I have no idea who else to turn to.",TASKS
RU_04_04_TSK_FAMILY_BUSINESS,Family Business,_TASKS,RU_04,Amur,truckDelivery,,370,3000,"As if we didn't have enough problems already. We almost made it home—and we get stuck. Would you be so kind as to tow us to town? We can't walk there with kids, not in this weather...",TASKS
RU_04_04_TSK_NEIGHBOR_HELP,Help Thy Neighbor,_TASKS,RU_04,Amur,truckDelivery,,320,2250,"What do I do now... Can you imagine, I was taking some produce to the market, and I got stuck real bad. The weather is cold, so the food won't spoil too quick, but the car has to be rescued.",TASKS
RU_04_04_TSK_BRIDGE_A,Main Bridge,_TASKS,RU_04,Amur,cargoDelivery,3× Metal Roll; 2× Metal Planks,1150,8000,The infrastructure here looks prehistoric. No wonder the bridge is ruined. But we have to repair it anyway. Will you do it?,TASKS
RU_04_04_TSK_ROCKS_C,Landslide in the West,_TASKS,RU_04,Amur,cargoDelivery,2× Metal Planks,920,7900,"And, of course, as soon as we have bad weather, we'd better start looking for road cleaning machinery. Really, I'm just about to buy a tractor... Well, okay. Will you help?",TASKS
RU_04_04_TSK_ROCKS_A,Landslide in the South West,_TASKS,RU_04,Amur,cargoDelivery,2× Metal Planks,890,7350,"I have this feeling that all I ever do is look for someone to help us with the roads. Speaking of which, could you spare some time?",TASKS
RU_04_04_TSK_BRIDGE_B,Crossing,_TASKS,RU_04,Amur,cargoDelivery,2× Logs Medium; 4× Wooden Planks,740,6350,"We have a situation. There used to be a bridge here, but it fell apart the other day. We cannot do without a crossing, so it's pretty urgent. Can I count on you?",TASKS
RU_04_04_TSK_ROCKS_B,Landslide in the North East,_TASKS,RU_04,Amur,cargoDelivery,2× Metal Planks,810,6000,"The soil here is so unstable, it just slides away whenever it gets wet. The slightest rainfall blocks all the roads. Do you have a minute to help us clear it up?",TASKS
RU_04_04_TSK_ROCKS_D,Landslide in the North,_TASKS,RU_04,Amur,cargoDelivery,2× Metal Planks,710,4200,The weather is horrible. Any rain causes a landslide. Will you help us clear it? I'll make it worth your while.,TASKS
RU_04_04_TSK_STEEL_MACHINE,Breach detected,_TASKS,RU_04,Amur,exploration,,490,5150,"Oh, do you know anything about repairs? We have a problem, and it looks like we can't fix it. Can you help us? Will you?",TASKS
RU_04_04__RACE_C_CNT,Round And Round,_CONTESTS,RU_04,Amur,exploration,,100,1750,How about a round race? We have that too. And we offer a prize—winner takes all. That enough to pique your interest?,CONTESTS
RU_04_04__RACE_B_CNT,Endurance Run,_CONTESTS,RU_04,Amur,exploration,,90,1500,"The army of off-road fans includes those who like long distances. For them, we have a long route. Just be sure to fill up that tank if you want to try out your skills.",CONTESTS
RU_04_04_RACE_A_CNT,Highland King,_CONTESTS,RU_04,Amur,exploration,,80,1350,The local off-road fans have a sort of initiation rite here—speed driving in the mountains. Care to see if the mountains welcome you?,CONTESTS
RU_04_04__RACE_D_CNT,Street Race,_CONTESTS,RU_04,Amur,exploration,,60,1000,"Astronaut town's no metropolis, but even here there's room to maneuver. That means there are those who like street racing, if you didn't get it. Maybe you'd be interested.",CONTESTS
RU_05_01_CAR_FACTORY_01,Titan Awakening,_CONTRACTS,RU_05,Don,truckDelivery,4× Bricks,1000,10100,"There are three main buildings we need to restore before the factory will be operational. To start, we'll need some machinery and quite a lot of bricks. There's a long road ahead, so get cracking.",CONTRACTS
RU_05_01_DELIVERY_01,Poddonskoye Village,_TASKS,RU_05,Don,cargoDelivery,2× Wooden Planks,280,3300,"I'm working on patching up a few houses here, but I'm about to run out of planks. I'm sure I've seen some decent logs in the forest, just by the powerline pole. Could you get them to the sawmill to get them cut?",TASKS
RU_05_01_TOWER_01,Soul Music,_TASKS,RU_05,Don,cargoDelivery,1× Container Small,550,3250,"Our workers have a request. Working at the river port gets so boring without some music to listen to. There's an old radio tower not far from here. We even know where to find the right parts to fix it, but we'll need your help with the delivery.",TASKS
RU_05_01_BOILER_ROOM_02,The Steel Phoenix,_CONTRACTS,RU_05,Don,cargoDelivery,2× Metal Roll; 1× Boiler,1900,15900,"Time to spark new life into this place. And by that, I mean it's time to bring in the new boilers. The train carrying them is already on its way - if the bridge and the rail line are fixed, it should be here any minute.",CONTRACTS
RU_05_01_WAREHOUSE_03,Slow And Steady,_CONTRACTS,RU_05,Don,cargoDelivery,2× Container Large; 5× Vehicles Spare Parts,960,7950,"One of the key structures here is the warehouse, and not gonna lie, it's basically in ruins. Worse yet, a good chunk of supplies we were sent got washed off into the river. Those need to be reclaimed first.",CONTRACTS
RU_05_01_RECOVERY_PIPES,Winter Is Coming,_CONTRACTS,RU_05,Don,cargoDelivery,2× Pipe Large; 1× Pipe Large,2280,19900,Another issue is the unfinished hot water line. If we want to keep the factory running through the winter we'll need to complete it. By now the necessary piping should already be waiting for you at Antonovka station.,CONTRACTS
RU_05_01_RESTORATION_VILLAGE,Broken Pipes,_CONTRACTS,RU_05,Don,cargoDelivery,1× Pipes Small; 1× Pipes Small; 1× Pipes Small,870,8600,"The village could also use some work. The locals don't even have running water in their homes. What makes things worse is that the ship carrying new pipes was washed ashore, so we'll need to fetch them by land.",CONTRACTS
RU_05_01_PORT_RECOVERY,Don's Right Hand,_CONTRACTS,RU_05,Don,cargoDelivery,2× Blocks; 3× Bags,960,8550,"First things first, the river port needs patching up. The ships are on their way, and we can't keep them waiting. Without the port, we'll have no materials to work with, and without those, there won't be a factory.",CONTRACTS
RU_05_01_PORT_RECOVERY_ENERGY,River Port,_CONTRACTS,RU_05,Don,cargoDelivery,1× Metal Planks; 1× Metal Planks,630,4700,"The ships are ready to dock, but we can't use the cranes without power. We'll have to fix a broken power pole and patch up another one. With supplies still on their way, we'll have to make do with what we can find here.",CONTRACTS
RU_05_01_TRACK_DELIVERY,The Toppled Giant,_TASKS,RU_05,Don,truckDelivery,,280,2550,"So we ran into a problem here. A truck carrying the tools we need went off track on one of the nearby crossings. Now it's stuck, and if something isn't done quick we'll lose both the truck and its cargo. Will you help?",TASKS
RU_05_01_BRIDGE,Rural Bridge,_TASKS,RU_05,Don,truckDelivery,,290,2450,"Our village may have seen better days, but we still need this bridge. There is a scrapyard not far from here. There, you'll find an old trailer with the tools we'll need for repairs. Could you tow it to my house?",TASKS
RU_05_01_WOODEN_BRIDGE,Wooden Bridge,_TASKS,RU_05,Don,cargoDelivery,2× Wooden Planks,640,7250,"If you're interested in earning some quick cash and getting on the locals' good side, there's a suggestion to put together a bridge over here. We've even negotiated a decent reward for it with the administration. You in?",TASKS
RU_05_01_BIG_BRIDGE,Old Bridge,_TASKS,RU_05,Don,cargoDelivery,1× Metal Planks; 1× Bags,750,7000,"They say this bridge had stood here for over 40 years before collapsing. Since it's vital that we connect the factory to the river port, it's time we get that bridge fixed.",TASKS
RU_05_01_FUEL,Old Gas Station,_TASKS,RU_05,Don,cargoDelivery,3× Barrels; 2× Service Spare Parts,690,5000,"Since we started working on the factory, might as well fix up the nearby fuel station. There shouldn't be a problem with spare parts, as we can borrow those from the port. Sourcing the fuel though might be an issue.",TASKS
RU_05_01_TRACK_TATRA,The Sleeping King,_TASKS,RU_05,Don,cargoDelivery,1× Metal Planks,640,4900,"You know, I saw this land rise and fall. But you give me hope again. There's an old truck out on the scrapyard that got there by mistake. But you know what I think? I think it's fate that brought you to me like that truck's been waiting for you. Do me a favor, and I'll hand you its keys.",TASKS
RU_05_01_STONES,Scrap Pile,_TASKS,RU_05,Don,cargoDelivery,2× Metal Planks,340,2200,"When the factory was put out of commission, all the old scrap was simply piled up on the road. Wonder whose bright idea that was... Either way, the trash has to go, we'll need road access here. Up for it?",TASKS
RU_05_01_SWAMP_RACE,Lord Of The Frogs,_CONTESTS,RU_05,Don,exploration,,50,600,"It may not look like it, but this swamp used to have a road running through it. These days it became more of a resting place for many a truck that dared to brave the murky waters. Maybe you'll be up for the challenge.",CONTESTS
RU_05_01_FACTORY_RACE,Driving Exam,_CONTESTS,RU_05,Don,exploration,,100,400,I've heard they're putting the factory back together. I hope they'll leave the test track as it is. Want to give it a shot?,CONTESTS
RU_05_02_BIG_BRIDGE_01,Nature Reserve Bridge,_CONTRACTS,RU_05,Don,cargoDelivery,4× Bags,610,4300,"Our main objective here is to get the bridge fixed. They called it the Nature Reserve bridge before it collapsed. With the reserve so close by, repairing it could be quite an undertaking, but I'm sure we can manage.",CONTRACTS
RU_05_02_ROCK_01,Light Rockfall,_TASKS,RU_05,Don,truckDelivery,,280,2250,"We get a landfall once every few years, and it just had to block off the road we need this time around. The locals will manage the repairs, but you need to deliver our tool trailer from the worker shack.",TASKS
RU_05_02_BRIDGE_01,The Washed-Off Bridge,_TASKS,RU_05,Don,cargoDelivery,4× Wooden Planks; 2× Logs Long,990,8900,"This bridge is a real pain. Every summer, we rebuild it—and the next spring, the flood washes it away. This year, we didn't even bother. But if you are planning to go to Antonovka, you could use it.",TASKS
RU_05_02_DELIVERY_01,Cunning Forester,_TASKS,RU_05,Don,cargoDelivery,1× Radioctive,210,2500,"G'day young man. There's this sawmill nearby, about as old as I am, and just past it, on the shoreline, there's a bit of old junk there. Bring it to me, and I'll give you something special in return.",TASKS
